id	jp	en	source	confidence	notes
18028	ナウシズ	Nauthiz	Client/UIInfoData	high	JP↔EN same record ID
20014	ペオース	Peorth	Client/UIInfoData	high	JP↔EN same record ID
46000	クローゼット登録	Register Costume Pieces to Closet	Client/UIInfoData	high	JP↔EN same record ID
22003	閉じる	Close	Client/UIInfoData	high	JP↔EN same record ID
1022	必要クロイツ	Required Kreuz	Client/UIInfoData	high	JP↔EN same record ID
25016	使用中の倉庫のみ表示	Display only the warehouse in use	Client/UIInfoData	high	JP↔EN same record ID
36023	半角200字まで入力可能です。&#10;コメントはなくても通報可能です。&#10;３&#10;４&#10;５	You can enter up to 200 characters&#10;You don't have to fill this box in order to file a report&#10;３&#10;４&#10;５	Client/UIInfoData	high	JP↔EN same record ID
37061	場所３４５６７８９０１２３４５６	Location３４５６７８９０１２３４５６	Client/UIInfoData	high	JP↔EN same record ID
31065	倉庫	Depository	Client/UIInfoData	high	JP↔EN same record ID
43004	閉じる	Close	Client/UIInfoData	high	JP↔EN same record ID
52012	成長タイプ	G-Type	Client/UIInfoData	high	JP↔EN same record ID
28011	紫のべテル	Purple Bethel	Client/UIInfoData	high	JP↔EN same record ID
6002	プレゼント	Gift	Client/UIInfoData	high	JP↔EN same record ID
26165	アイテム	Inventory	Client/UIInfoData	high	JP↔EN same record ID
26110	アイテム	Inventory	Client/UIInfoData	high	JP↔EN same record ID
26061	アイテム名６７８９０１２３４５６	Item name６７８９０１２３４５６	Client/UIInfoData	high	JP↔EN same record ID
30008	付与ステータス一覧	Player Bonuses Obtained	Client/UIInfoData	high	JP↔EN same record ID
17052	ラグズ	Laguz	Client/UIInfoData	high	JP↔EN same record ID
28075	現在所属中	Pledged To	Client/UIInfoData	high	JP↔EN same record ID
28100	クドラク	Kudlak	Client/UIInfoData	high	JP↔EN same record ID
23085	使用中の倉庫のみ表示	Display only the warehouse in use	Client/UIInfoData	high	JP↔EN same record ID
53008	指定なし	Unspecified	Client/UIInfoData	high	JP↔EN same record ID
31104	特性	Characteristics	Client/UIInfoData	high	JP↔EN same record ID
36002	対象キャラクターを運営事務局に&#10;違反報告します。&#10;※返信があるわけではありません。&#10;※報告した後、１分が経過しないと&#10;　再度報告することはできません。	Please report anyone you think might be breaking the rules. A GM will investigate the issue.	Client/UIInfoData	high	JP↔EN same record ID
18034	ウィアド	Wyrd	Client/UIInfoData	high	JP↔EN same record ID
26183	■交換条件	* Exchange Conditions	Client/UIInfoData	high	JP↔EN same record ID
52004	やめる	Stop	Client/UIInfoData	high	JP↔EN same record ID
30017	閉じる	Close	Client/UIInfoData	high	JP↔EN same record ID
37042	コメント５６７８９０１２３４５６	Comment５６７８９０１２３４５６	Client/UIInfoData	high	JP↔EN same record ID
53010	アイテム名	Item name	Client/UIInfoData	high	JP↔EN same record ID
23081	倉庫９	Depo 9	Client/UIInfoData	high	JP↔EN same record ID
31144	魂合術	Soul Fusion	Client/UIInfoData	high	JP↔EN same record ID
10061	閉じる	Close	Client/UIInfoData	high	JP↔EN same record ID
19000	御魂選択	Mitama Selection	Client/UIInfoData	high	JP↔EN same record ID
506	バレットのアイコンをドラッグすることでバレットアイテムを装備できます。	Drag Bullet icon to equip Bullet item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
503	カメラを下に移動します。	Move the camera Down.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2405	最終ページへ進みます。	Go to the last page.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1001	タブを１個左にスライドします。	Slide tab one to the left.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
106	エモートリストを呼び出します。	Call up Emotion List.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
516	ＣＯＭＰのアイコンをドラッグすることでＣＯＭＰアイテムを装備できます。	Drag COMP icon to equip COMP item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2102	進む	Next	Client/CMessageData_SysHelp	high	JP↔EN same record ID
401	タブを１個左にスライドします。	Slide 1 tab to the left.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2601	バイクのブーストモードをＯＮにします。※ブーストモードはフィールドでのみ使用可※ブーストモード時は他のマップへの移動不可	Turn on your bike's boost mode.*Can only be used in fields*You can not move to other maps in boost mode	Client/CMessageData_SysHelp	high	JP↔EN same record ID
519	エクストラのアイコンをドラッグすることでエクストラアイテムを装備できます。	Drag Extra icon to equip Extra item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1115	ネックのアイコンをドラッグすることでネックアイテムを試着できます。	Drag Neck icon to try on Neck item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1119	レッグのアイコンをドラッグすることでレッグアイテムを試着できます。	Drag Leg icon to try on Leg item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
103	パーティメンバーに向けて発言します。	Speak to a party member.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2302	仲魔がロックされています。合体や契約解除などを行うことができません。召喚した状態でクリックすると、ロックを解除することができます。※悪魔装備装着中は解除することが出来ません。　ロックを解除したい場合は悪魔装備を外して下さい。	Demon is locked.You can not fuse or dismiss it.Click this button while itis summoned to lock it.*Can not be unlocked if your demonis equipped with Epitaphs.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2103	更新	Reload	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2201	仲魔と会話して依頼を受けましょう。	Talk to your partner about a request.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
108	現在のテキスト入力モードは「半角アルファベットモード」です。選択することで「全角日本語モード」に切り替えます。	"Current Input Mode is ""Roman Alphabet"". Select to switch to ""Japanese mode""."	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2003	合体による遺伝、ソウルポイントの消費により体得出来るスキル一覧です。「所持スキル」欄にドラッグすることで、ＭＡＳＴＥＲしたスキルを習得できます。	"A list of skills inherited through fusion. Drag to the ""Learned Skills"" Column to acquire mastered skills."	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1114	ボディのアイコンをドラッグすることでボディアイテムを試着できます。	Drag Body icon to try on Body item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
302	テーブルを１個前のナンバーの物に切り替えます。	Switch to the previous Table.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
208	ショップメニューを呼び出します。	Call up COMP Shop. Buy Macca andCP goods.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1902	エンブレムをおまかせカラーにします。再度選択することで、１つ後のおまかせカラーに切り替えます。	Set Emblem to default color. Press again to choose the next default color.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
501	右ドラッグもしくはPageUp/PageDown/Delete/Insertキーにてカメラを上下左右に回転できます。ホイールまたはHome/Endキーにてカメラを拡大・縮小できます。	Use right drag, or PageUp/PageDown/Delete/Insert keys to move the camera. Use the mouse wheel or Home/End to zoom in or out.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1301	プレイヤーキャラクターのモーションを再生します。	Start Character motion.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1702	装備品のアイコンをドラッグすることで、魔装術で変化させるアイテムを選択できます。	Drag Equipment icon to select equipment to alter in Tarot Fusion.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1701	魔晶・魔装符のアイコンをドラッグすることで、魔装術で素材とするアイテムを選択できます。失敗しても、魔晶・魔装符は失われません。	Drag Demon Crystal/Tarot Card icon to select item to use in Tarot Fusion. Even if tech fails, Crystal/Tarot Card will not be lost.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1104	カメラの位置をリセットします。	Reset the Camera position.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1705	月影鏡のアイコンをドラッグすることで、魔装術の成功確率を増加させます。その際に月影鏡は失われます。	Drag Mirror of Moonlight icon to increase success rate of Tarot Fusion. Mirror of Moonlight is lost.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
112	チャットショートカット編集を呼び出します。	Edit chat shortcuts.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2002	成長により体得したスキル一覧です。「所持スキル」欄にドラッグすることで、新たなスキルを習得できます。	"A list of skills made available through growth. Drag to the ""Learned Skills"" Column to acquire new skills."	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1201	選択したチャンネルにログインします。・満員：ログインできません。・混雑：混んでいますがログインできます。・普通：ログインできます。・快適：すいておりログインできます。	Login to the selected Channel.  Full:Cannot login.  Busy: Crowded, but can login.  Normal:Can login.  Fine: Not crowded. Can login.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1105	プレイヤーキャラクターのパラメーターを表示有りにします。	Set Character's Parameter to Display:On.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
304	非表示切替したウィンドウを表示します。	Display hidden Window.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2001	現在習得しているスキル一覧です。	View all currently acquired skills.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
207	クエスト・エピソードのオファー状態、またはコンプリート状態を確認できます。	Check Quest, Episode offers andcompletion.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
512	ボディのアイコンをドラッグすることでボディアイテムを装備できます。	Drag Body icon to equip Body item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
104	名前を入力したプレイヤーキャラクターに向けて発言します。	Speak to the character with the entered name.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1110	イヤリングのアイコンをドラッグすることでイヤリングアイテムを試着できます。	Drag Earring icon to try on Earring item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2401	プロモーションコード入力ウィンドウを呼び出します。	Call up the Promotion Code entry window.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
402	タブを１個右にスライドします。	Slide 1 tab to the right.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1111	タリスマンのアイコンをドラッグすることでタリスマンアイテムを試着できます。	Drag Talisman icon to try on Talisman item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2603	乗車中のバイクから下車します。下車するとバイクはその場で消失します。	Get off your bike.The bike will disappear.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1804	選択することで、３心合体で作成する悪魔を決定します。	Select to choose the demon to becreated with Triangle Fusion.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
301	テーブルナンバー	Table Number	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1108	バレットのアイコンをドラッグすることでバレットアイテムを試着できます。	Drag Bullet icon to try on Bullet item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
204	コミュニケーションメニューを呼び出します。	Call up Communication Menu.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
517	レッグのアイコンをドラッグすることでレッグアイテムを装備できます。	Drag Leg icon to equip Leg item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1305	プレイヤーキャラクターを左に回転します。再度押すと、止まります。	Rotate character to the left. Press again to stop.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1501	宝石のアイコンをドラッグすることで、魔晶変化を行えます。	Drag jewel icon to perform Crystallize Demon Tech.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
513	ネックのアイコンをドラッグすることでネックアイテムを装備できます。	Drag Neck icon to equip Neck item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1113	フェイスのアイコンをドラッグすることでフェイスアイテムを試着できます。	Drag Face icon to try on Face item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
801	右ドラッグもしくはPageUp/PageDown/Delete/Insertキーにてカメラを上下左右に回転できます。ホイールまたはHome/Endキーにてカメラを拡大・縮小できます。	Hold the right mouse button, or PageUp/PageDown/Delete/Insert keys to move the camera. Use the mouse wheel or Home/End to zoom in or out.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
111	チームメンバーに向けて発言します。	Speak to team members.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1803	３心合体に参加しているメンバーのＣＯＭＰ内の悪魔から、素材にする悪魔を選択すると、この枠に入ります。	When selecting a demon from another member's COMP to use as a material, they will be displayed in this frame.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1116	バックのアイコンをドラッグすることでバックアイテムを試着できます。	Drag Back icon to try on Back item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
202	仲魔メニューを呼び出します。右クリックで仲魔リストを確認できます。	Call up the Demon Menu.Right click to confirm Demon List.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1101	右ドラッグもしくはPageUp/PageDown/Delete/Insertキーにてカメラを上下左右に回転できます。ホイールまたはHome/Endキーにてカメラを拡大・縮小できます。	Use right drag, or PageUp/PageDown/Delete/Insert keys to move the camera. Use the mouse wheel or Home/End to zoom in or out.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1102	カメラを上に移動します。	Move the camera Up.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1120	フットのアイコンをドラッグすることでフットアイテムを試着できます。	Drag Foot icon to try on Foot item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
107	現在のテキスト入力モードは「全角日本語モード」です。選択することで「半角アルファベットモード」に切り替えます。	"Current Input Mode is ""Japanese Mode"".Select to switch to ""Roman Alphabet""."	Client/CMessageData_SysHelp	high	JP↔EN same record ID
502	カメラを上に移動します。	Move the camera Up.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1107	ウェポンのアイコンをドラッグすることでウェポンアイテムを試着できます。	Drag Weapon icon to try on Weapon item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1805	選択することで、その悪魔の詳細情報を表示します。	Select to display Demon's details.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
509	タリスマンのアイコンをドラッグすることでタリスマンアイテムを装備できます。	Drag Talisman icon to equip Talisman item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
602	UP設定に変更します。エキスパートをUP設定にすると成長条件を満たすことでエキスパートポイントは上昇します。	Change setting to UP. When Proficiency is set to UP,Proficiency points will increase when meeting growth requirements.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1401	アイテムが売れた場合、出品価格からこの金額を差し引いたぶんが、バザーポストに振り込まれます。	When an item is sold, the display price minus this amount is depositedin your Bazaar Mailbox.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
504	カメラの位置をリセットします。	Reset the Camera position.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1303	プレイヤーキャラクターからズームアウトします。	Zoom-out from Character.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1117	ハンドのアイコンをドラッグすることでハンドアイテムを試着できます。	Drag Hand icon to try on Hand item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1903	エンブレムのカラーの明るさを切り替えます。	Change the Emblem's brightness.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2301	仲魔にロックがかかっていません。召喚した状態でクリックすると、ロックをかけることができます。	Demon is unlocked.Click this button while itis summoned to lock it.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
702	タブを１個右にスライドします。	Slide 1 tab to the right.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
109	クランメンバーに向けて発言します。	Speak to a Clan member.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
201	ＰＣ詳細メニューを呼び出します。右クリックでステータスや装備を確認できます。	Call up PC Details Menu. Right-click to check status, equipment, etc.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
803	カメラを左に移動します。	Move Camera Left	Client/CMessageData_SysHelp	high	JP↔EN same record ID
205	システムメニューを呼び出します。	Call up System Menu.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
902	パーティのドロップルールを「ランダムルート」にします。パーティメンバー内のランダムで１人、アイテムを取得できるようになります。	"Set Party Loot Rule to""Random Loot"".One Party Member will randomly be able to obtain items."	Client/CMessageData_SysHelp	high	JP↔EN same record ID
802	カメラを右に移動します。	Move Camera Right	Client/CMessageData_SysHelp	high	JP↔EN same record ID
518	フットのアイコンをドラッグすることでフットアイテムを装備できます。	Drag Foot icon to equip Foot item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1118	ＣＯＭＰのアイコンをドラッグすることでＣＯＭＰアイテムを試着できます。	Drag COMP icon to try on COMP item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2602	バイクのブーストモードをＯＦＦにします。※ブーストモード時は他のマップへの移動不可	Turn off your bike's boost mode.*You can not move to other maps in boost mode	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2403	１ページ戻ります。	Go back 1 page.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1	アイコンをドラッグすることで、ショートカットに登録できます。	Drag an icon to create a shortcut.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1103	カメラを下に移動します。	Move the camera Down.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
903	パーティのドロップルールを「フリールート」にします。パーティメンバー全員、アイテムを取得できるようになります。	"Set Party Loot Rule to""Free-for-All"".All Party Members will be able to obtain items."	Client/CMessageData_SysHelp	high	JP↔EN same record ID
206	ポストを呼び出し、送付されたアイテムを受け取りできます。	Call up Mailbox. Pick up mailed items.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1901	エンブレムをおまかせカラーにします。再度選択することで、１つ前のおまかせカラーに切り替えます。	Set Emblem to default color. Press again to choose the previous default color.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
508	イヤリングのアイコンをドラッグすることでイヤリングアイテムを装備できます。	Drag Earring icon to equip Earring item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1109	リングのアイコンをドラッグすることでリングアイテムを試着できます。	Drag Ring icon to try on Ring item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
505	ウェポンのアイコンをドラッグすることでウェポンアイテムを装備できます。	Drag Weapon icon to equip Weapon item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
507	リングのアイコンをドラッグすることでリングアイテムを装備できます。	Drag Ring icon to equip Ring item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1304	プレイヤーキャラクターを右に回転します。再度押すと、止まります。	Rotate character to the right. Press again to stop.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
514	バックのアイコンをドラッグすることでバックアイテムを装備できます。	Drag Back icon to equip Back item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1302	プレイヤーキャラクターにズームインします。	Zoom-in on Character.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1605	月影鏡のアイコンをドラッグすることで、魂合術の成功確率を増加させます。その際に月影鏡は失われます。	Drag Mirror of Moonlight iconto increase success rate of Soul Stone Fusion. Mirror of Moonlight is lost.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
601	LOCK設定に変更します。エキスパートをLOCK設定にすると成長条件を満たしてもエキスパートポイントは上昇しません。	Change setting to LOCK. When Proficiency is set to LOCK,Proficiency points will not increase, even when meeting growth requirements.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2202	受諾中の依頼内容を確認できます。	Check the contents of the request.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
510	ヘッドのアイコンをドラッグすることでヘッドアイテムを装備できます。	Drag Head icon to equip Head item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2101	戻る	Back	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2404	１ページ進みます。	Go forward 1 page.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1112	ヘッドのアイコンをドラッグすることでヘッドアイテムを試着できます。	Drag Head icon to try on Head item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2402	先頭ページへ戻ります。	Go to the first page.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1802	自分のＣＯＭＰ内の悪魔から、素材にする悪魔を選択すると、この枠に入ります。	When selecting a demon from your COMP to use as a material, they will be displayed in this frame.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1002	タブを１個右にスライドします。	Slide tab one to the right.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
102	同じゾーンのプレイヤーキャラクターに向けて発言します。	Speak to a character in the same zone.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
701	タブを１個左にスライドします。	Slide 1 tab to the left.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
203	所持アイテム・原料タンク・地図・貴重品を確認できます。	Check Items, Fuel Tank, Map, Valuables.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
303	テーブルを１個後のナンバーの物に切り替えます。	Switch to the next Table.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
515	ハンドのアイコンをドラッグすることでハンドアイテムを装備できます。	Drag Hand icon to equip Hand item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1106	プレイヤーキャラクターのパラメーターを表示無しにします。	Set Character's Parameter to Display:Off.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
110	ＶＥＲＳＵＳの味方メンバーに向けて発言します。	Speak to allied VERSUS members.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
2501	調合レシピリストを開きます。	Open the recipe list.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
901	パーティのドロップルールを「ダメージレース」にします。敵に多くのダメージを与えたパーティメンバーほど、アイテムを取得できやすくなります。	"Set Party Loot Rule to""Damage-Based"".The more damage you do to the enemythe easier it is to obtain items."	Client/CMessageData_SysHelp	high	JP↔EN same record ID
105	チャットオプションを呼び出します。	Call up Chat Options.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1601	魔晶・魂合石のアイコンをドラッグすることで、魂合術で消費するアイテムを選択できます。失敗した場合、魔晶・魂合石は失われます。	Drag Demon Crystal/Soul Stone icon to select item to consume in Soul Stone Fusion. When tech fails, the Crystal/Soul Stone is lost.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
804	カメラの位置をリセットします。	Reset Camera position.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
511	フェイスのアイコンをドラッグすることでフェイスアイテムを装備できます。	Drag Face icon to equip Face item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1121	エクストラのアイコンをドラッグすることでエクストラアイテムを試着できます。	Drag Extra icon to try on Extra item.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1801	３心合体に参加しているメンバーです。選択することで、そのメンバーのＣＯＭＰ内の悪魔を表示します。	The members who will participate inthis Triangle Fusion. Select to viewthe demons in each member's COMP.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
1602	装備品のアイコンをドラッグすることで、魂合術で変化させるアイテムを選択できます。	Drag Equipment icon to select equipmentto alter in Soul Stone Fusion	Client/CMessageData_SysHelp	high	JP↔EN same record ID
101	近くのプレイヤーキャラクターに向けて発言します。	Speak to a nearby character.	Client/CMessageData_SysHelp	high	JP↔EN same record ID
503	オートヒール　「オートヒール」を行います。 　自分のＨＰやＭＰが減少した時、　「傷薬」や「チャクラチップ」などの　 回復アイテムを自動的に使います。	Autoheal  Allow for use of Autoheal.  Player automatically recovers  HP and MP when they drop using  items such as Ointments and  Chakra Gum.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
106	騎乗解除　騎乗中のパートナーから降ります。　移動スピードは元の速さに戻ります。	Dismount  Dismount your summoned partner.  Movement speed returns to normal.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
337	感激　「感激」のエモートを行います。	"Excited  Perform the ""Excited"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
341	おやすみ「おやすみ」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Good-night  Perform the ""Good-night"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
401	じゃんけん【グー】　「じゃんけん【グー】」の　 エモートを行います。 　現実では石が一番強い気がする。	"Rock (RPS)  Throw out ""Rock"" in a  best-of-three game of  Rock-Paper-Scissors."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
406	ターン　「ターン」のエモートを行います。　 気になるアイツにアツい視線？　 ノンノン！ここは華麗に猛烈ターン！	"Twirl  Perform the ""Twirl"" Emote.  Grab everyone's attention  with a graceful twirl!"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
307	号令　「号令」のエモートを行います。	"Cheer  Perform the ""Cheer"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
331	笑う「笑う」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Laugh  Perform the ""Laugh"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
103	話し掛ける　パートナーに話し掛けます。	Chat  Talk to your Partner.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
309	みんなで踊る　「みんなで踊る」のエモートを行います。	"Dance  Perform the ""Dance"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
318	了解「了解」のボイスエモートを行います。　ＣＶ.沢城みゆき	"Understanding Consent  Perform the ""Understanding Consent"" Voice Emote.  CV: Miyuki Sawashiro"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
320	おめでとう「おめでとう」の　ボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Congrats  Perform the ""Congrats"" Voice Emote  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
308	気合　「気合」のエモートを行います。	"Fired Up  Perform the ""Fired Up"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
343	さよなら「さよなら」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Farewell  Perform the ""Farewell"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
311	さよなら　「さよなら」のエモートを行います。	"Farewell  Perform the ""Farewell"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
410	ツイスト　「ツイスト」のエモートを行います。　 さぁ、みんなでノリノリダンシング！	"Twist  Perform the ""Twist"" Emote.　 Come on, let's all dance together!"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
326	気合「気合」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Fired Up  Perform the ""Fired Up"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
370	拍手「拍手」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Applaud  Perform the ""Applaud"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
333	賛同「賛同」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Agree  Perform the ""Agree"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
108	ねだる　パートナーに無理を言い、　アイテムを強引に取り上げるコマンド。　自分自身の仲魔に対して、　親密度を減少させるが、　代わりに、プレゼントを貰う事ができる。　召喚中のパートナーからプレゼントを　もらえるかわりに、親密度が大きく　減少してしまいます。　このコマンドは、　親密度が「心を通わせる」以上の　仲魔にのみ使用でき、1度使用すると、　3時間経過するまで、再使用できない。	Mooch  Beg, cajole and blackmail a partner  into giving you an item.  Receive a gift from a summoned  partner while greatly decreasing  the Friendship Level with that partner.    *Can be used once eve	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
356	おめでとう「おめでとう」の　ボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Congrats  Perform the ""Congrats"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
302	お礼　「お礼」のエモートを行います。	"Gratitude  Perform the ""Gratitude"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
344	よろしく「よろしく」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Regards  Perform the ""Regards"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
